Maximum of Subsidiary Legal Name,Maximum of Name,Document Number,Date,Maximum of Due Date/Receive By,Period,Type,Maximum of Department,Maximum of Amount,Maximum of Amount Paid,Status,Maximum of Memo (Main),Maximum of Date Closed
"Nexus Apex Holdings, LLC",Liberty Mutual Insurance Company,07202600,7/14/2026,7/23/2026,Jul 2026,Bill,Development : Insurance,"2,014,794.00 ","2,014,794.00 ",Paid In Full,Cash Collateral,7/24/2026
"Nexus Land Holdings, LLC",HUBBARD FARM AND RANCH LLC,15174,7/14/2026,7/14/2026,Jul 2026,Bill,Infrastructure : Site Services - Infra,223.92 ,223.92 ,Paid In Full,Site Services/Supplies,7/17/2026
"Nexus Data Centers, LLC",Arcus Advisors LLC,3477,7/14/2026,7/14/2026,Jul 2026,Bill,Corporate : Accounting,"18,300.00 ",0.00 ,Pending Approval,Consulting General and ERP April 6th  to Dec,
Nexus Alpha I LLC,"Foster Fence, LTD",40771.1,7/14/2026,8/13/2026,Jul 2026,Bill,Development : Construction : Construction Procore,"735,264.13 ",0.00 ,Open,Perimeter Fencing,
"Nexus Data Centers, LLC",NextWave Partners USA Inc,CINV2661-000021,7/14/2026,8/13/2026,Jul 2026,Bill,Corporate : Workforce,"29,000.00 ",0.00 ,Open,Placement Fee,
"Nexus Land Holdings, LLC",Frontier Waste Solutions,Frontier 7-14-26,7/14/2026,7/14/2026,Jul 2026,Bill,Infrastructure : Utilities - Infra,69.44 ,69.44 ,Paid In Full,July Payments,7/14/2026
"Nexus Land Holdings, LLC",Love and Thunder Apiary LLC,000025-R-0002,7/15/2026,8/1/2026,Jul 2026,Bill,Infrastructure : Site Services - Infra,520.16 ,520.16 ,Paid In Full,Hive maintenance,7/31/2026
"Nexus Land Holdings, LLC","1212 Property Services, LLC",1014,7/15/2026,7/30/2026,Jul 2026,Bill,Infrastructure : Site Services - Infra,"4,485.00 ","4,485.00 ",Paid In Full,Lawn Maintenance,7/31/2026
"Nexus Apex Holdings, LLC","Rountree Towers, Inc",1175,7/15/2026,7/15/2026,Jul 2026,Bill,Development : Fiber : Fiber Procore,"118,303.06 ","118,303.06 ",Paid In Full,Nexus IPMT Complex AL36,7/24/2026
"Nexus Data Centers, LLC","Ultera, llc",761,7/15/2026,8/14/2026,Jul 2026,Bill,Corporate : Workforce,"60,000.00 ",0.00 ,Open,Recruiting fees,
"Nexus Apex Holdings, LLC",Marsh USA LLC,801022752897,7/15/2026,8/15/2026,Jul 2026,Bill,Operations : Insurance,"42,946.00 ",0.00 ,Pending Approval,D&O Renewal,
"Nexus Land Holdings, LLC",City of Hubbard,City of Hub 7/15/26,7/15/2026,7/15/2026,Jul 2026,Bill,Infrastructure : Utilities - Infra,341.91 ,341.91 ,Paid In Full,July Payments,7/15/2026
"Nexus Land Holdings, LLC",Frontier Waste Solutions,Frontier 7-8-26,7/15/2026,7/15/2026,Jul 2026,Bill,Infrastructure : Utilities - Infra,921.11 ,921.11 ,Paid In Full,July Payments,7/8/2026
Nexus Alpha I LLC,John Bailes,JB-INV-2,7/15/2026,7/28/2026,Jul 2026,Bill,Corporate : Workforce,260.00 ,260.00 ,Paid In Full,Hubbard PD off-duty officer hours,7/30/2026
"Nexus Land Holdings, LLC",Rachel Massey,RM071526,7/15/2026,7/15/2026,Jul 2026,Bill,Infrastructure : Site Services - Infra,169.17 ,169.17 ,Paid In Full,Farm Chores,7/17/2026
Nexus Data Centers Hubbard LLC,"Bron & Claude Engineering, LLC",0620,7/16/2026,8/15/2026,Jul 2026,Bill,Development : Engineering : Engineering Procore,"54,000.00 ","54,000.00 ",Paid In Full,issuance of IFR and IFC Packages,8/13/2026
Nexus Alpha I LLC,"Rountree Towers, Inc",1152,7/16/2026,8/15/2026,Jul 2026,Bill,Development : Fiber : Fiber Procore,"5,900.79 ",0.00 ,Open,Fiber - Grounding Package,
"Nexus Apex Holdings, LLC","Rountree Towers, Inc",1176,7/16/2026,7/16/2026,Jul 2026,Bill,Development : Fiber : Fiber Procore,"32,475.00 ","32,475.00 ",Paid In Full,Nexus_IPMT_AL-36 CO-001,7/24/2026
"Nexus Data Centers, LLC",Skadden,2083041,7/16/2026,7/16/2026,Jun 2026,Bill,Corporate : Legal,"2,472.00 ","2,472.00 ",Paid In Full,"services performed from June 1, 2026 through June 30, 2026",7/24/2026
"Nexus Data Centers, LLC",Holland & Knight LLP,33994114,7/16/2026,7/16/2026,Jun 2026,Bill,Corporate : Legal,"5,431.00 ","5,431.00 ",Paid In Full,"professional services rendered through June 30, 2026",7/31/2026
"Nexus Data Centers, LLC","SL Domain Tower II, LP",7/7/26 Inv,7/16/2026,,Jul 2026,Bill,Corporate,"500,000.00 ","500,000.00 ",Paid In Full,500K excess build out costs,7/8/2026
"Nexus Land Holdings, LLC",Navasota Valley Electric (Auto Pay),Nav 07-16-26,7/16/2026,7/16/2026,Jul 2026,Bill,Infrastructure : Utilities - Infra,"1,029.08 ","1,029.08 ",Paid In Full,Navasota July Payments,7/16/2026
"Nexus Hubbard Power, LLC",SLR international corporation,10028569,7/17/2026,8/16/2026,Jul 2026,Bill,Development : Engineering : Engineering Procore,"246,988.87 ","246,988.87 ",Paid In Full,PSD Air Permitting,8/14/2026
"Nexus Data Centers, LLC",Business Branders LLC,10089,7/17/2026,8/16/2026,Jul 2026,Bill,Corporate : Marketing / Branding,"4,606.78 ",0.00 ,Open,Branded Gear,
"Nexus Data Centers, LLC",Business Branders LLC,10090,7/17/2026,8/16/2026,Jul 2026,Bill,Corporate : Marketing / Branding,"6,049.72 ",0.00 ,Open,Branded Gear,
"Nexus Data Centers, LLC",Duvera Consulting LLC,260702,7/17/2026,8/1/2026,Jul 2026,Bill,Corporate : Workforce,"60,000.00 ","60,000.00 ",Paid In Full,Recruiting fees,7/31/2026
"Nexus Hubbard Power, LLC",Primoris Energy Service Corporation,43427-12,7/17/2026,8/16/2026,Jul 2026,Bill,Development : Construction : Construction Procore,"49,539.68 ","47,062.70 ",Paid In Full,Design-Build,8/14/2026
"Nexus Hubbard Power, LLC",Primoris Energy Service Corporation,43427-13,7/17/2026,8/16/2026,Jul 2026,Bill,Development : Construction : Construction Procore,"1,678,020.05 ","1,594,119.05 ",Paid In Full,Design-Build,8/14/2026
"Nexus Data Centers, LLC",Datamation Technologies,4817,7/17/2026,7/27/2026,Jul 2026,Bill,Corporate : IT : Assets,"72,417.44 ","72,417.44 ",Paid In Full,Laptops,7/24/2026
"Nexus Data Centers, LLC",Datamation Technologies,4818,7/17/2026,7/27/2026,Jul 2026,Bill,Corporate : IT : Assets,"2,899.87 ","2,899.87 ",Paid In Full,Hardware,7/24/2026
"Nexus Data Centers, LLC",Datamation Technologies,4819,7/17/2026,7/27/2026,Jul 2026,Bill,Corporate : IT : Assets,"15,357.98 ","15,357.98 ",Paid In Full,Monitors & Keyboard combos,7/24/2026
"Nexus Data Centers, LLC",Datamation Technologies,4820,7/17/2026,7/27/2026,Jul 2026,Bill,Corporate : IT : Assets,"9,864.10 ","9,864.10 ",Paid In Full,Monitors & Keyboard combos,7/24/2026
"Nexus Land Holdings, LLC","Roger A. Soape, Inc.",5112,7/17/2026,7/17/2026,Jul 2026,Bill,Infrastructure : Site Services - Infra,"2,566.73 ","2,566.73 ",Paid In Full,Mineral title research 6/15 - 6/28,7/24/2026
Nexus Data Centers Hubbard LLC,Carrier Corporation,910546068,7/17/2026,8/7/2026,Jul 2026,Bill,Development : Construction : Construction Procore,"246,034.45 ","246,034.45 ",Paid In Full,30% Milestone,8/13/2026
"Nexus Land Holdings, LLC",Love and Thunder Apiary LLC,000027,7/19/2026,7/19/2026,Jul 2026,Bill,Infrastructure : Site Services - Infra,324.75 ,324.75 ,Paid In Full,Bee Extraction,7/31/2026
"Nexus Data Centers, LLC",Datamation Technologies,4821,7/19/2026,7/29/2026,Jul 2026,Bill,Corporate : IT : Assets,"11,642.94 ","11,642.94 ",Paid In Full,LAPTOPS,7/24/2026
"Nexus Data Centers, LLC",Datamation Technologies,4822,7/19/2026,7/29/2026,Jul 2026,Bill,Corporate : IT : Assets,"5,146.24 ","5,146.24 ",Paid In Full,Hardware,7/24/2026
"Nexus Data Centers, LLC",CT LIEN SOLUTIONS,04364726,7/20/2026,8/19/2026,Jul 2026,Bill,Corporate : Legal,658.90 ,0.00 ,Open,Lien Services,
"Nexus Data Centers, LLC",Saitas and Seales Inc.,07202026,7/20/2026,7/20/2026,Jul 2026,Bill,Corporate : Legal,"4,000.00 ","4,000.00 ",Paid In Full,Environmental Regulatory services,7/31/2026
"Nexus Data Centers, LLC",Business Branders LLC,10098,7/20/2026,8/19/2026,Jul 2026,Bill,Corporate : Marketing / Branding,"3,551.52 ",0.00 ,Open,Branded Gear,
"Nexus Data Centers, LLC",Business Branders LLC,10101,7/20/2026,8/19/2026,Jul 2026,Bill,Corporate : Marketing / Branding,"5,043.48 ",0.00 ,Open,Branded Gear,
"Nexus Hubbard Power, LLC","Accelerated Mobile Power, LLC",2200100,7/20/2026,7/31/2026,Jul 2026,Bill,Operations : Power : Power Gen,"19,800,000.00 ","19,800,000.00 ",Paid In Full,Reservation Fee,7/30/2026
"Nexus Data Centers, LLC",Signature Aspen,INV131116,7/20/2026,8/19/2026,Jul 2026,Bill,Corporate : Marketing / Branding,542.16 ,0.00 ,Open,Nexus Business Cards,
"Nexus Data Centers, LLC",Signature Aspen,INV131152,7/20/2026,8/19/2026,Jul 2026,Bill,Corporate : Marketing / Branding,349.17 ,0.00 ,Open,Nexus Business Cards,
"Nexus Data Centers, LLC",PwC US Tax LLP,208A222226,7/21/2026,8/20/2026,Jul 2026,Bill,Corporate : Accounting,"12,290.00 ",0.00 ,Pending Approval,"services performed from June 1, 2026 through June 30, 2026",
Nexus Data Centers Hubbard LLC,Industrial Electrical Supply,26736,7/21/2026,8/20/2026,Jul 2026,Bill,Development : Asset Procurement : Asset Procurement Procore,"3,906,800.00 ",0.00 ,Pending Approval,10% PROGRESS PAYMENT ON DELIVERY ACCEPTANCE,
Nexus Data Centers Hubbard LLC,Industrial Electrical Supply,26741,7/21/2026,8/20/2026,Jul 2026,Bill,Development : Asset Procurement : Asset Procurement Procore,"32,554,147.56 ",0.00 ,Open,50% upon commencement of physical fabrication,
"Nexus Land Holdings, LLC",ONPOINT Transactions LLC,4086,7/21/2026,7/21/2026,Jul 2026,Bill,Infrastructure : Site Services - Infra,256.88 ,256.88 ,Paid In Full,Expense - Open To Close,7/24/2026
Nexus Alpha I LLC,"Fitch Ratings, Inc.",7119125995,7/21/2026,8/20/2026,Jul 2026,Bill,Corporate : Finance,"50,000.00 ",0.00 ,Pending Approval,Retainer Fee,
"Nexus Apex Holdings, LLC",Marsh USA LLC,801029437765,7/21/2026,8/30/2026,Jul 2026,Bill,Operations : Insurance,"372,898.64 ",0.00 ,Pending Approval,Environmental Addition for IXP/Bastion,
"Nexus Apex Holdings, LLC",John Bailes,JB-INV 1,7/21/2026,7/21/2026,Jul 2026,Bill,Corporate : Workforce,682.50 ,682.50 ,Paid In Full,,7/24/2026
"Nexus Apex Holdings, LLC",Matthew B Cosper,MC-INV-1,7/21/2026,7/21/2026,Jul 2026,Bill,Corporate : Workforce,390.00 ,390.00 ,Paid In Full,Hubbard PD off duty officer,7/24/2026
"Nexus Data Centers, LLC","Sixthriver, Inc",00033745,7/22/2026,8/21/2026,Jul 2026,Bill,Corporate : HQ / Office,"15,095.76 ",0.00 ,Pending Approval,Design Services,
"Nexus Land Holdings, LLC",Luisa V Savage,10,7/22/2026,7/22/2026,Jul 2026,Bill,Infrastructure : Site Services - Infra,"2,014.80 ","2,014.80 ",Paid In Full,Site services,7/31/2026
"Nexus Data Centers, LLC",wework,202600002744,7/22/2026,7/22/2026,Jul 2026,Bill,Corporate : HQ / Office,"3,170.00 ","3,170.00 ",Paid In Full,Member Service Retainer for Office,7/24/2026
"Nexus Land Holdings, LLC",R&H Pro Clean,04,7/23/2026,7/23/2026,Jul 2026,Bill,Infrastructure : Site Services - Infra,800.16 ,800.16 ,Paid In Full,Routine Maintenance Clean,7/31/2026
"Nexus Land Holdings, LLC",American Craftsmen,2263-2,7/23/2026,7/23/2026,Jul 2026,Bill,Infrastructure : Site Services - Infra,"34,114.00 ","34,114.00 ",Paid In Full,HUB-20 Labor and materials to remodel 569 (Kidd) property,7/31/2026
"Nexus Apex Holdings, LLC",AKIN GUMP STRAUSS HAUER & FELD LLP,0026,7/24/2026,7/24/2026,Jul 2026,Bill,Corporate : Legal,"61,528.00 ","61,528.00 ",Paid In Full,"legal services related to Hill County, TX transaction",7/31/2026
"Nexus Data Centers, LLC",Business Branders LLC,10107,7/24/2026,8/23/2026,Jul 2026,Bill,Corporate : Marketing / Branding,"3,261.36 ",0.00 ,Pending Approval,Shirts,
"Nexus Land Holdings, LLC",ROCKIN' B SURVEY,2026-422,7/24/2026,7/24/2026,Jul 2026,Bill,Infrastructure : Acquisition costs - Infra,"19,506.65 ",0.00 ,Pending Approval,BOUNDARY SURVEY,
"Nexus Data Centers, LLC",Duvera Consulting LLC,260706,7/24/2026,8/8/2026,Jul 2026,Bill,Corporate : Workforce,"85,000.00 ","85,000.00 ",Paid In Full,Recruiting fees,8/7/2026
Nexus Data Centers Hubbard LLC,Industrial Electrical Supply,26791,7/24/2026,8/23/2026,Jul 2026,Bill,Development : Asset Procurement : Asset Procurement Procore,"9,938,044.12 ",0.00 ,Pending Approval,30% UPON COMMENCEMENT OF FAB,
Nexus Data Centers Hubbard LLC,Industrial Electrical Supply,26792,7/24/2026,8/23/2026,Jul 2026,Bill,Development : Asset Procurement : Asset Procurement Procore,"35,981,359.49 ",0.00 ,Pending Approval,30% UPON COMMENCEMENT OF FAB,
"Nexus Data Centers, LLC",Marcela M Resenos,4,7/24/2026,8/15/2026,Jul 2026,Bill,Corporate : Corporate,"11,250.00 ",0.00 ,Pending Approval,July Invoice,
"Nexus Hubbard Power, LLC",Everllence USA INC,6803743,7/24/2026,8/7/2026,Jul 2026,Bill,Development : Asset Procurement : Asset Procurement Procore,"75,833.00 ","75,833.00 ",Paid In Full,Integration of Profinet in CCP,8/14/2026
"Nexus Hubbard Power, LLC",Everllence USA INC,6803744,7/24/2026,8/7/2026,Jul 2026,Bill,Development : Asset Procurement : Asset Procurement Procore,"64,167.00 ","64,167.00 ",Paid In Full,Change Order #004: Integration of Profinet in CCP,8/10/2026
"Nexus Data Centers, LLC",ANTHROPIC PBC,G7QJRQAW-0113,7/24/2026,8/23/2026,Jul 2026,Bill,Corporate : IT : Services / License,"11,087.92 ",0.00 ,Pending Approval,Claude Enterprise,
"Nexus Data Centers, LLC",Samuel Lynne Galleries,3856,7/25/2026,7/25/2026,Jul 2026,Bill,Corporate : HQ / Office,"43,841.25 ","43,841.25 ",Paid In Full,David Yarrow - Art,7/31/2026
"Nexus Apex Holdings, LLC",Milbank,01056491,7/27/2026,7/27/2026,Jul 2026,Bill,Corporate : Legal,"57,124.75 ",0.00 ,Open,"Professional Services and Expenses through July 27, 2026",
"Nexus Land Holdings, LLC",Serna Serrvices,18965,7/27/2026,8/5/2026,Jul 2026,Bill,Infrastructure : Site Services - Infra,"1,100.00 ","1,100.00 ",Paid In Full,Commercial Diagnostic Service,8/7/2026
"Nexus Data Centers, LLC","Rand Group, LLC",215796,7/27/2026,7/27/2026,Jul 2026,Bill,Corporate : Accounting,"7,500.00 ",0.00 ,Pending Approval,Deposit,
Nexus Data Centers Hubbard LLC,Industrial Electrical Supply,26813,7/27/2026,8/26/2026,Jul 2026,Bill,Development : Asset Procurement : Asset Procurement Procore,"861,932.61 ",0.00 ,Pending Approval,50 percent due upon commencement of physical  fabrication,
"Nexus Data Centers, LLC",Bright Event Rentals,465441-11,7/27/2026,7/27/2026,Jul 2026,Bill,Corporate : Marketing / Branding,"3,895.61 ","3,895.61 ",Paid In Full,Investor Day - final invoice,7/31/2026
"Nexus Data Centers, LLC",Bright Event Rentals,465767-86,7/27/2026,7/27/2026,Jul 2026,Bill,Corporate : Marketing / Branding,792.65 ,792.65 ,Paid In Full,Investor Day - final invoice,7/31/2026
"Nexus Data Centers, LLC","Ultera, llc",762,7/27/2026,8/11/2026,Jul 2026,Bill,Corporate : Workforce,"53,000.00 ","53,000.00 ",Paid In Full,Recruiting fees,8/7/2026
"Nexus Data Centers, LLC",NextWave Partners USA Inc,CINV2661-000022,7/27/2026,8/26/2026,Jul 2026,Bill,Corporate : Workforce,"48,000.00 ",0.00 ,Pending Approval,Placement Fee,
"Nexus Land Holdings, LLC",HUBBARD FARM AND RANCH LLC,15533,7/28/2026,7/28/2026,Jul 2026,Bill,Infrastructure : Site Services - Infra,19.49 ,19.49 ,Paid In Full,WIRE MARKING FLAGS - July Purchase,7/31/2026
Nexus Alpha I LLC,Matthew B Cosper,MC-INV-2,7/28/2026,7/28/2026,Jul 2026,Bill,Corporate : Workforce,65.00 ,65.00 ,Paid In Full,Hubbard PD off duty officer,7/30/2026
"Nexus Data Centers, LLC",Robert Havlick,2026-07-003,7/29/2026,,Jul 2026,Bill,Corporate : Workforce,"21,070.91 ","21,070.91 ",Paid In Full,Insurance Management Guidance,8/14/2026
"Nexus Data Centers, LLC",Arcus Advisors LLC,3496,7/29/2026,7/29/2026,Jul 2026,Bill,Corporate : Accounting,"19,162.50 ",0.00 ,Pending Approval,Consulting General and ERP April 6th  to Dec,
"Nexus Apex Holdings, LLC",Leidos Engineering,400236.AP-0001,7/29/2026,7/29/2026,Jul 2026,Bill,Corporate : Finance,"75,000.00 ",0.00 ,Open,Financial Reporting,
"Nexus Land Holdings, LLC","1212 Property Services, LLC",1015,7/31/2026,8/15/2026,Jul 2026,Bill,Infrastructure : Site Services - Infra,"2,857.40 ",0.00 ,Pending Approval,Reoccurring Lawn Maintenance,
"Nexus Data Centers, LLC",Butler Snow LLP,10538265,7/31/2026,7/31/2026,Jul 2026,Bill,Corporate : Legal,"50,000.00 ","50,000.00 ",Paid In Full,"Services Rendered Through July 31, 2026",8/7/2026
"Nexus Land Holdings, LLC","Trapp Law Firm, PC",1218,7/31/2026,8/30/2026,Jul 2026,Bill,Infrastructure : Acquisition costs - Infra,"21,645.00 ",0.00 ,Pending Approval,Land Acquisition - Legal Fees,
Nexus Bastion Holdings LLC,"Trapp Law Firm, PC",1220,7/31/2026,8/30/2026,Jul 2026,Bill,Infrastructure : Acquisition costs - Infra,"11,115.00 ",0.00 ,Pending Approval,Infrastructure : Acquisition costs - Infra,
Nexus Data Centers Hubbard LLC,CorePhase Enterprises LLC,2025-NEX-001-F003,7/31/2026,8/15/2026,Aug 2026,Bill,Development : Project Management : Project Management Procore,"2,190,326.00 ",0.00 ,Open,Base Fee,
Nexus Alpha I LLC,Post Oak Special Utility District,4709284000-073126,7/31/2026,8/16/2026,Jul 2026,Bill,Operations : Utilities : Utilities Gen,"9,401.70 ",0.00 ,Open,Commercial Invoice,
Nexus Alpha I LLC,Post Oak Special Utility District,4709776479-073126,7/31/2026,8/16/2026,Jul 2026,Bill,Operations : Utilities : Utilities Gen,"21,581.84 ",0.00 ,Open,Commercial Invoice,
"Nexus Data Centers, LLC",Datamation Technologies,4823,7/31/2026,8/10/2026,Jul 2026,Bill,Corporate : IT : Assets,"1,711.27 ","1,711.27 ",Paid In Full,Dell Pro 27 QHD Monitor,8/7/2026
"Nexus Data Centers, LLC",Datamation Technologies,4824,7/31/2026,8/10/2026,Jul 2026,Bill,Corporate : IT : Assets,"51,739.26 ","51,739.26 ",Paid In Full,DELL PRO LAPTOP,8/7/2026
"Nexus Data Centers, LLC",Datamation Technologies,4825,7/31/2026,8/10/2026,Jul 2026,Bill,Corporate : IT : Assets,"13,987.24 ","13,987.24 ",Paid In Full,Dell Pro 27 QHD Monitor,8/7/2026
"Nexus Data Centers, LLC",Datamation Technologies,4826,7/31/2026,8/10/2026,Jul 2026,Bill,Corporate : IT : Services / License,"30,587.50 ","30,587.50 ",Paid In Full,MICROSOFT 365 TENANT MANAGEMENT,8/7/2026
"Nexus Data Centers, LLC",Datamation Technologies,4827,7/31/2026,8/10/2026,Jul 2026,Bill,Corporate : IT : Services / License,"48,300.00 ","48,300.00 ",Paid In Full,MICROSOFT 365 TENANT MANAGEMENT,8/7/2026
"Nexus Data Centers, LLC",Datamation Technologies,4828,7/31/2026,8/10/2026,Jul 2026,Bill,Corporate : IT : Services / License,"47,200.00 ","47,200.00 ",Paid In Full,MICROSOFT 365 TENANT MANAGEMENT,8/7/2026
"Nexus Data Centers, LLC",Datamation Technologies,4830,7/31/2026,8/10/2026,Jul 2026,Bill,Corporate : IT : Services / License,"3,070.88 ","3,070.88 ",Paid In Full,REIMBURSABLE EXPENSES - HOTEL,8/7/2026
"Nexus Data Centers, LLC",Datamation Technologies,4831,7/31/2026,8/10/2026,Jul 2026,Bill,Corporate : IT : Assets,507.11 ,507.11 ,Paid In Full,WAR ROOM TECHNOLOGY,8/7/2026
"Nexus Land Holdings, LLC","AirGas USA, LLC",5526530191,7/31/2026,8/30/2026,Jul 2026,Bill,Infrastructure : Site Services - Infra,7.94 ,0.00 ,Pending Approval,Rent Cyl Ind Small Carbon Dioxide,
"Nexus Land Holdings, LLC","AirGas USA, LLC",5526530354,7/31/2026,8/30/2026,Jul 2026,Bill,Infrastructure : Site Services - Infra,7.94 ,0.00 ,Pending Approval,Rent Cyl Ind Small Carbon Dioxide,
"Nexus Apex Holdings, LLC",Marsh USA LLC,801022285514,7/31/2026,8/30/2026,Jul 2026,Bill,Operations : Insurance,"2,668,008.28 ",0.00 ,Pending Approval,SCS/Convective Storm addition,
"Nexus Land Holdings, LLC",Land ID,92F5A57E-0002,7/31/2026,8/30/2026,Jul 2026,Bill,Corporate : IT : Services / License,"5,923.76 ",0.00 ,Pending Approval,Land id Pro Unlimited Annual,
"Nexus Data Centers, LLC",Signature Aspen,INV131704,7/31/2026,8/30/2026,Jul 2026,Bill,Corporate : Marketing / Branding,"1,569.13 ",0.00 ,Pending Approval,Nexus Business Card,
Nexus Alpha I LLC,Caleb's Corner,1222,8/1/2026,8/16/2026,Aug 2026,Bill,Operations : O&M : O&M Gen,874.93 ,874.93 ,Paid In Full,Reflective Vest,8/14/2026
"Nexus Data Centers, LLC",ANTHROPIC PBC,G7QJRQAW-0114,8/1/2026,8/31/2026,Aug 2026,Bill,Corporate : IT : Services / License,"7,874.65 ",0.00 ,Pending Approval,"Extra usage units, Enterprise plan",
"Nexus Apex Holdings, LLC",Southport Logistics,Southport - Aug Rent,8/1/2026,8/5/2026,Aug 2026,Bill,Development : Construction : Construction Gen,"461,734.12 ",0.00 ,Open,Southport - Aug Rent,
"Nexus Data Centers, LLC",Venara LLC,VEN-013,8/2/2026,8/17/2026,Aug 2026,Bill,Corporate : Workforce,"2,156.44 ",0.00 ,Open,Expenses - July 2026,
"Nexus Apex Holdings, LLC",AFCO Credit Corporation,1180688-080326,8/3/2026,8/23/2026,Aug 2026,Bill,Corporate : Finance,"4,763,888.04 ",0.00 ,Pending Approval,Loan Payment,
Nexus Alpha I LLC,"Rountree Towers, Inc",1181,8/3/2026,8/3/2026,Aug 2026,Bill,Development : Fiber : Fiber Gen,"2,150.00 ",0.00 ,Open,Internet Connection,
"Nexus Data Centers, LLC",Pin Pros Plus,19199,8/3/2026,8/3/2026,Aug 2026,Bill,Corporate : Marketing / Branding,"57,759.38 ",0.00 ,Open,Branded Belt Buckles,
"Nexus Land Holdings, LLC",Uline,211441054,8/3/2026,9/2/2026,Aug 2026,Bill,Infrastructure : Site Services - Infra,"5,084.49 ",0.00 ,Pending Approval,REPLACEMENT TAGS,
